facility_name,facility_id,npi,city_town,state,zip_code,year,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_20_sample,asc_20_rate,asc_20_footnote
CENTRAL VALLEY SURGICAL CENTER,05C0002251,1073094660,BAKERSFIELD,CA,93301,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SAN LUIS OBISPO SURGERY CENTER,55C0001057,1073578126,SAN LUIS OBISPO,CA,93401,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,0.51,,155,No Different Than the National Rate,2.2,1.5,3.3,,NA,NA,NA,NA,NA,5,NA,NA,5
SAN LUIS OBISPO SURGERY CENTER,55C0001057,1073578126,SAN LUIS OBISPO,CA,93401,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,98,98.6,
PARKWAY ENDOSCOPY CENTER,05C0001503,1073588646,ESCONDIDO,CA,92025,2022,80.18,,NA,5,1264,No Different Than the National Rate,10.1,7.6,13.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PARKWAY ENDOSCOPY CENTER,05C0001503,1073588646,ESCONDIDO,CA,92025,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,31,90.2,
NORTH BAY EYE ASSOCIATES ASC,05C0001068,1073620415,SANTA ROSA,CA,95401,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.54,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
NORTH BAY EYE ASSOCIATES ASC,05C0001068,1073620415,SANTA ROSA,CA,95401,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,24,100,
PACIFIC SURGERY CENTER OF VENTURA,05C0001668,1073693123,VENTURA,CA,93003,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,0.97,,40,No Different Than the National Rate,2,1.3,3.1,,31,No Different Than the National Rate,5,3.1,8,,NA,NA,5
PACIFIC SURGERY CENTER OF VENTURA,05C0001668,1073693123,VENTURA,CA,93003,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,59,86.5,
ADVANCED EYE SURGERY CENTER,05C0001832,1073713004,CHICO,CA,95926,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.81,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ADVANCED EYE SURGERY CENTER,05C0001832,1073713004,CHICO,CA,95926,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,28,74.1,
SURGICARE OF LAVETA DBA BARRANCA SURGERY CENTER,05C0001564,1073794855,IRVINE,CA,92606,2022,69.4,,NA,5,708,No Different Than the National Rate,9.4,6.9,12.7,,100,,0.62,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SURGICARE OF LAVETA DBA BARRANCA SURGERY CENTER,05C0001564,1073794855,IRVINE,CA,92606,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,70,95.7,
GLENWOOD SURGICAL CENTER LP,05C0001082,1083670970,RIVERSIDE,CA,92503,2022,51.99,,NA,5,147,No Different Than the National Rate,10.4,7.4,14.5,,99.66,,0.34,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
GLENWOOD SURGICAL CENTER LP,05C0001082,1083670970,RIVERSIDE,CA,92503,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,247,90,
CENTRAL COAST FACIAL SURGERY CENTER,05C0001562,1083671358,TEMPLETON,CA,93465,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
CENTRAL COAST FACIAL SURGERY CENTER,05C0001562,1083671358,TEMPLETON,CA,93465,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PAINCARE MEDICAL GROUP INC,05C0001429,1083691331,IRVINE,CA,92618,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PAINCARE MEDICAL GROUP INC,05C0001429,1083691331,IRVINE,CA,92618,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,7,NA,1
KINGS EYE CENTER MEDICAL GROUP INC,05C0001298,1083694319,HANFORD,CA,93230,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.23,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
KINGS EYE CENTER MEDICAL GROUP INC,05C0001298,1083694319,HANFORD,CA,93230,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,26,84.7,
NATRAJ SURGERY CENTER INC,05C0001771,1083711568,PORTERVILLE,CA,93257,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
NATRAJ SURGERY CENTER INC,05C0001771,1083711568,PORTERVILLE,CA,93257,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ODYSSEY ASC ENDOSCOPY CENTER LLC,05C0001956,1093037020,IRVINE,CA,92618,2022,NA,5,NA,5,44,No Different Than the National Rate,10.4,7.4,14.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ODYSSEY ASC ENDOSCOPY CENTER LLC,05C0001956,1093037020,IRVINE,CA,92618,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SURGICAL ARTS SURGICAL CENTER LLC,05C0002084,1093136384,SANTA BARBARA,CA,93101,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SURGICAL ARTS SURGICAL CENTER LLC,05C0002084,1093136384,SANTA BARBARA,CA,93101,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
COMMUNITY SURGERY CENTER OF GLENDALE,05C0001805,1093156937,GLENDALE,CA,91202,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
COMMUNITY SURGERY CENTER OF GLENDALE,05C0001805,1093156937,GLENDALE,CA,91202,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,58,97.7,
KERN MEDICAL SURGERY CENTER LLC,05C0002209,1093264368,BAKERSFIELD,CA,93311,2022,100,,NA,5,NA,NA,NA,NA,NA,5,92.24,,NA,5,80,No Different Than the National Rate,2.1,1.3,3.2,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
KERN MEDICAL SURGERY CENTER LLC,05C0002209,1093264368,BAKERSFIELD,CA,93311,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,46,81.7,
ARTEL LLC DBA LODI OUTPATIENT SURGICAL CENTER,05C0001056,1093771073,LODI,CA,95242,2022,9.97,,NA,5,519,No Different Than the National Rate,10.5,7.6,14.5,,NA,5,NA,5,79,No Different Than the National Rate,2.1,1.3,3.2,,123,No Different Than the National Rate,4,2.5,6.3,,NA,NA,5
ARTEL LLC DBA LODI OUTPATIENT SURGICAL CENTER,05C0001056,1093771073,LODI,CA,95242,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,58,90.8,
ENDOSCOPY CENTER OF CHULA VISTA,05C0001046,1093802225,CHULA VISTA,CA,91910,2022,74.75,,NA,5,987,No Different Than the National Rate,10.4,7.8,13.9,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENDOSCOPY CENTER OF CHULA VISTA,05C0001046,1093802225,CHULA VISTA,CA,91910,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,32,100,
RANCHO MIRAGE PAIN CENTER INC,05C0001795,1093885675,RANCHO MIRAGE,CA,92270,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
RANCHO MIRAGE PAIN CENTER INC,05C0001795,1093885675,RANCHO MIRAGE,CA,92270,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,10,NA,1
PACIFIC ENDOSCOPY AND SURGERY CENTER LLC,05C0001803,1104006006,FOUNTAIN VALLEY,CA,92708,2022,89.92,,NA,5,825,No Different Than the National Rate,10.5,7.8,14.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PACIFIC ENDOSCOPY AND SURGERY CENTER LLC,05C0001803,1104006006,FOUNTAIN VALLEY,CA,92708,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,28,100,
SURGECENTER OF PALO ALTO,05C0001092,1104067115,PALO ALTO,CA,94301,2022,100,,NA,5,2639,No Different Than the National Rate,8.6,6.5,11.3,,98.68,,0.56,,107,No Different Than the National Rate,2.1,1.4,3.3,,70,No Different Than the National Rate,6.1,3.8,9.5,,NA,NA,5
SURGECENTER OF PALO ALTO,05C0001092,1104067115,PALO ALTO,CA,94301,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,127,96.1,
CONGRESS MEDICAL SURGERY CENTER LLC,05C0001892,1104087089,PASADENA,CA,91105,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,480,No Different Than the National Rate,1.9,1.3,2.7,,NA,NA,NA,NA,NA,5,NA,NA,5
CONGRESS MEDICAL SURGERY CENTER LLC,05C0001892,1104087089,PASADENA,CA,91105,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
AGMG ENDOSCOPY CENTER A GENERAL PARTNERSHIP,05C0001510,1104822808,ANAHEIM,CA,92801,2022,86.03,,NA,5,186,No Different Than the National Rate,10.6,7.7,14.9,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
AGMG ENDOSCOPY CENTER A GENERAL PARTNERSHIP,05C0001510,1104822808,ANAHEIM,CA,92801,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,20,95.1,
MONTEREY PENINSULA SURGERY CENTER LLC,05C0001028,1104850312,MONTEREY,CA,93940,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,83.48,,0.14,,251,No Different Than the National Rate,2.2,1.4,3.2,,68,No Different Than the National Rate,5.5,3.5,8.4,,NA,NA,5
MONTEREY PENINSULA SURGERY CENTER LLC,05C0001028,1104850312,MONTEREY,CA,93940,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,92,99.3,
WESTSIDE MEDICAL CENTER INC,05C0001811,1104909068,LOS ANGELES,CA,90024,2022,NA,5,NA,5,118,No Different Than the National Rate,10.1,7.2,13.9,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
WESTSIDE MEDICAL CENTER INC,05C0001811,1104909068,LOS ANGELES,CA,90024,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MEMORIAL CARE SURGICAL CENTER AT ORANGE COAST LLC,05C0001923,1114168309,FOUNTAIN VALLEY,CA,92708,2022,82.85,,NA,5,598,No Different Than the National Rate,9.9,7.3,13.4,,100,,1.18,,136,No Different Than the National Rate,2,1.3,3,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
MEMORIAL CARE SURGICAL CENTER AT ORANGE COAST LLC,05C0001923,1114168309,FOUNTAIN VALLEY,CA,92708,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,118,94.3,
ALVARADO EYE SURGERY CENTER LLC,55C0001075,1114202892,LOS ANGELES,CA,90057,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.59,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ALVARADO EYE SURGERY CENTER LLC,55C0001075,1114202892,LOS ANGELES,CA,90057,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,26,96.2,
PRECISION AMBULATORY SURGERY CENTER LLC,05C0002035,1114265519,BEVERLY HILLS,CA,90210,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,97.01,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
PRECISION AMBULATORY SURGERY CENTER LLC,05C0002035,1114265519,BEVERLY HILLS,CA,90210,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,234,100,
ENCOMPASS PROCEDURE CENTER,05C0002165,1114399656,LA MESA,CA,,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ENCOMPASS PROCEDURE CENTER,05C0002165,1114399656,LA MESA,CA,,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ALMA AT ADDISON SURGERY CENTER LLC,05C0002231,1114400280,PALO ALTO,CA,94301,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ALMA AT ADDISON SURGERY CENTER LLC,05C0002231,1114400280,PALO ALTO,CA,94301,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BURBANK SPINE AND PAIN SURGERY CENTER,05C0002155,1114473972,BURBANK,CA,91506,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
BURBANK SPINE AND PAIN SURGERY CENTER,05C0002155,1114473972,BURBANK,CA,91506,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,10,NA,1
CAPITOL CITY SURGERY CENTER,05C0001635,1114921541,SACRAMENTO,CA,95815,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.26,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CAPITOL CITY SURGERY CENTER,05C0001635,1114921541,SACRAMENTO,CA,95815,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,33,89,
REDDING ENDOSCOPY CENTER,05C0001368,1114922192,REDDING,CA,96001,2022,86.93,,NA,5,4329,No Different Than the National Rate,10.8,8.7,13.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
REDDING ENDOSCOPY CENTER,05C0001368,1114922192,REDDING,CA,96001,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,37,58,
SAN FRANCISCO ENDOSCOPY CENTER LLC,05C0001627,1124031406,SAN FRANCISCO,CA,94118,2022,69.95,,NA,5,2872,No Different Than the National Rate,10.7,8.2,13.6,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SAN FRANCISCO ENDOSCOPY CENTER LLC,05C0001627,1124031406,SAN FRANCISCO,CA,94118,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,62,100,
RISSER SURGERY CENTER LLC,05C0002030,1124395876,PASADENA,CA,91107,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,108,No Different Than the National Rate,2,1.3,3.1,,NA,NA,NA,NA,NA,5,NA,NA,5
RISSER SURGERY CENTER LLC,05C0002030,1124395876,PASADENA,CA,91107,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,18,100,
COMPREHENSIVE PAIN ASC LLC,05C0002172,1124406632,SAN DIEGO,CA,92128,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
COMPREHENSIVE PAIN ASC LLC,05C0002172,1124406632,SAN DIEGO,CA,92128,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,1
VALLEY SURGERY CENTER,05C0002128,1124411848,VAN NUYS,CA,91406,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
VALLEY SURGERY CENTER,05C0002128,1124411848,VAN NUYS,CA,91406,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,4,NA,1
ENDOSCOPY CENTER OF INLAND EMPIRE LLC,05C0001617,1124498357,MURRIETA,CA,92562,2022,93.18,,NA,5,1070,No Different Than the National Rate,11,8.1,14.6,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENDOSCOPY CENTER OF INLAND EMPIRE LLC,05C0001617,1124498357,MURRIETA,CA,92562,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,34,76.7,
LAGUNA NIGUEL SURGERY CENTER,05C0001854,1134318983,LAGUNA NIGUEL,CA,92677,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
LAGUNA NIGUEL SURGERY CENTER,05C0001854,1134318983,LAGUNA NIGUEL,CA,92677,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,48,100,
CHANNEL ISLANDS SURGICENTER LP,05C0001229,1144287665,OXNARD,CA,93030,2022,95.1,,NA,5,805,No Different Than the National Rate,11.5,8.6,15.4,,98.76,,0.22,,75,No Different Than the National Rate,2.5,1.6,3.9,,NA,NA,NA,NA,NA,5,NA,NA,5
CHANNEL ISLANDS SURGICENTER LP,05C0001229,1144287665,OXNARD,CA,93030,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,143,99.3,
THIRD STREET SURGERY CENTER LP,05C0001330,1144370594,LOS ANGELES,CA,90013,2022,90.32,,NA,5,135,No Different Than the National Rate,10.2,7.2,14.2,,NA,5,0.81,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
THIRD STREET SURGERY CENTER LP,05C0001330,1144370594,LOS ANGELES,CA,90013,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,20,89.9,
STARPOINT SURGERY CENTER STUDIO CITY LP,05C0001395,1144390725,STUDIO CITY,CA,91607,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
STARPOINT SURGERY CENTER STUDIO CITY LP,05C0001395,1144390725,STUDIO CITY,CA,91607,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CALIFORNIA SKIN SURGERY CENTER,05C0001878,1144497264,ROSEVILLE,CA,95661,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
CALIFORNIA SKIN SURGERY CENTER,05C0001878,1144497264,ROSEVILLE,CA,95661,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,12,58.3,
FOOTHILL SURGERY CENTER LP,05C0001666,1144499633,ARCADIA,CA,91006,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.38,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
FOOTHILL SURGERY CENTER LP,05C0001666,1144499633,ARCADIA,CA,91006,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,21,93.7,
MOY FINCHER CHIPPS FACIAL PLASTICS AND DERMATOLOGY,05C0001961,1144552647,BEVERLY HILLS,CA,90210,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MOY FINCHER CHIPPS FACIAL PLASTICS AND DERMATOLOGY,05C0001961,1144552647,BEVERLY HILLS,CA,90210,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,29,100,
HEALTHCARE PARTNER AMBULATORY SURGERY CENTER,05C0001198,1144590332,LONG BEACH,CA,90806,2022,NA,5,NA,5,90,No Different Than the National Rate,10.3,7.3,14.2,,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
HEALTHCARE PARTNER AMBULATORY SURGERY CENTER,05C0001198,1144590332,LONG BEACH,CA,90806,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SANSUM CLINIC DBA FOOTHILL SURGERY CENTER AT SANSUM CLINIC,05C0002055,1144648015,SANTA BARBARA,CA,93110,2022,NA,1,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,99.97,,0.47,,197,No Different Than the National Rate,2.5,1.7,3.8,,169,No Different Than the National Rate,6.1,4.2,8.7,,NA,NA,5
SANSUM CLINIC DBA FOOTHILL SURGERY CENTER AT SANSUM CLINIC,05C0002055,1144648015,SANTA BARBARA,CA,93110,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,75,100,
MURRIETA VALLEY SURGERY CENTER INC A PROFESSIONAL CORPORATION DBA MURRIETA VALLEY SURGERY CENTER,05C0002151,1144673526,WILDOMAR,CA,92595,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,0,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
MURRIETA VALLEY SURGERY CENTER INC A PROFESSIONAL CORPORATION DBA MURRIETA VALLEY SURGERY CENTER,05C0002151,1144673526,WILDOMAR,CA,92595,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
KERN SURGERY CENTER LLC,05C0002205,1144773490,BAKERSFIELD,CA,93301,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,91.94,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
KERN SURGERY CENTER LLC,05C0002205,1144773490,BAKERSFIELD,CA,93301,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,26,96.2,
LOS PALOS AMBULATORY ENDOSCOPY CENTER,05C0001397,1154328243,SALINAS,CA,93901,2022,NA,5,NA,5,1368,No Different Than the National Rate,12.7,9.6,16.8,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
