fiscal_year,facility_id,facility_name,address,city_town,state,zip_code,county_parish,mort_30_ami_achievement_threshold,mort_30_ami_benchmark,mort_30_ami_baseline_rate,mort_30_ami_performance_rate,mort_30_ami_achievement_points,mort_30_ami_achievement_points_base,mort_30_ami_improvement_points,mort_30_ami_improvement_points_base,mort_30_ami_measure_score,mort_30_ami_measure_score_base,mort_30_hf_achievement_threshold,mort_30_hf_benchmark,mort_30_hf_baseline_rate,mort_30_hf_performance_rate,mort_30_hf_achievement_points,mort_30_hf_achievement_points_base,mort_30_hf_improvement_points,mort_30_hf_improvement_points_base,mort_30_hf_measure_score,mort_30_hf_measure_score_base,mort_30_pn_achievement_threshold,mort_30_pn_benchmark,mort_30_pn_baseline_rate,mort_30_pn_performance_rate,mort_30_copd_achievement_threshold,mort_30_copd_benchmark,mort_30_copd_baseline_rate,mort_30_copd_performance_rate,mort_30_copd_achievement_points,mort_30_copd_achievement_points_base,mort_30_copd_improvement_points,mort_30_copd_improvement_points_base,mort_30_copd_measure_score,mort_30_copd_measure_score_base,mort_30_cabg_achievement_threshold,mort_30_cabg_benchmark,mort_30_cabg_baseline_rate,mort_30_cabg_performance_rate,mort_30_cabg_achievement_points,mort_30_cabg_achievement_points_base,mort_30_cabg_improvement_points,mort_30_cabg_improvement_points_base,mort_30_cabg_measure_score,mort_30_cabg_measure_score_base,comp_hip_knee_achievement_threshold,comp_hip_knee_benchmark,comp_hip_knee_baseline_rate,comp_hip_knee_performance_rate,comp_hip_knee_achievement_points,comp_hip_knee_achievement_points_base,comp_hip_knee_improvement_points,comp_hip_knee_improvement_points_base,comp_hip_knee_measure_score,comp_hip_knee_measure_score_base
2023,050570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,0.866548,0.885499,0.855324,0.869882,2,out of 10,4,out of 9,4,out of 10,0.881939,0.906798,0.893995,0.910529,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.867877,0.870634,0.919769,0.936349,0.929482,0.91863,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.971321,0.971151,2,out of 10,0,out of 9,2,out of 10,0.027428,0.019779,0.031646,0.027161,1,out of 10,3,out of 9,3,out of 10
2023,050573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,0.866548,0.885499,0.88565,0.886677,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.883359,0.883464,1,out of 10,0,out of 9,1,out of 10,0.840138,0.871741,0.852192,0.840386,0.919769,0.936349,0.909022,0.909515,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.968242,0.975598,6,out of 10,6,out of 9,6,out of 10,0.027428,0.019779,0.026257,0.016717,10,out of 10,9,out of 9,10,out of 10
2023,050580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,0.866548,0.885499,0.878794,0.886185,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.89108,0.885279,2,out of 10,0,out of 9,2,out of 10,0.840138,0.871741,0.885918,0.876687,0.919769,0.936349,0.932543,0.925956,4,out of 10,0,out of 9,4,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,0.866548,0.885499,0.858569,0.865461,0,out of 10,2,out of 9,2,out of 10,0.881939,0.906798,0.889873,0.891623,4,out of 10,1,out of 9,4,out of 10,0.840138,0.871741,0.826706,0.858424,0.919769,0.936349,0.922519,0.920992,1,out of 10,0,out of 9,1,out of 10,0.968747,0.97962,0.976487,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.02897,0.020782,8,out of 10,8,out of 9,8,out of 10
2023,050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.896821,0.896278,6,out of 10,0,out of 9,6,out of 10,0.840138,0.871741,0.880698,0.856497,0.919769,0.936349,0.924413,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.885628,0.891711,4,out of 10,2,out of 9,4,out of 10,0.840138,0.871741,0.867808,0.850078,0.919769,0.936349,0.928201,0.909369,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.02816,NA,NA,NA,NA,NA,NA,NA
2023,050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,0.866548,0.885499,0.854476,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.890836,0.879175,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.839596,0.810804,0.919769,0.936349,0.916738,0.903407,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.022688,0.024420999999999998,4,out of 10,0,out of 9,4,out of 10
2023,050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,0.866548,0.885499,0.854173,0.874001,4,out of 10,6,out of 9,6,out of 10,0.881939,0.906798,0.867743,0.880564,0,out of 10,3,out of 9,3,out of 10,0.840138,0.871741,0.838276,0.821311,0.919769,0.936349,0.925076,0.927385,5,out of 10,2,out of 9,5,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.021099,0.032878,0,out of 10,0,out of 9,0,out of 10
2023,050597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,0.866548,0.885499,0.866391,0.874326,4,out of 10,4,out of 9,4,out of 10,0.881939,0.906798,0.897902,0.882098,1,out of 10,0,out of 9,1,out of 10,0.840138,0.871741,0.86352,0.841799,0.919769,0.936349,0.920409,0.902363,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,0.866548,0.885499,0.8814,0.872285,3,out of 10,0,out of 9,3,out of 10,0.881939,0.906798,0.898966,0.921146,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.858451,0.8348,0.919769,0.936349,0.926163,0.934195,8,out of 10,7,out of 9,8,out of 10,0.968747,0.97962,0.968928,0.974248,5,out of 10,4,out of 9,5,out of 10,0.027428,0.019779,0.025757,0.021747,7,out of 10,6,out of 9,7,out of 10
2023,050603,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,0.866548,0.885499,0.866363,0.868819,2,out of 10,1,out of 9,2,out of 10,0.881939,0.906798,0.869012,0.895916,6,out of 10,7,out of 9,7,out of 10,0.840138,0.871741,0.843673,0.820795,0.919769,0.936349,0.927138,0.924827,3,out of 10,0,out of 9,3,out of 10,0.968747,0.97962,0.963771,0.958746,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.025622,0.023621,5,out of 10,3,out of 9,5,out of 10
2023,050604,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,0.866548,0.885499,0.850784,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.877066,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,0.837054,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050608,ADVENTIST HEALTH DELANO,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,0.866548,0.885499,0.859578,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.877988,0.86489,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.823347,0.80707,0.919769,0.936349,0.914022,0.910593,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.029723,NA,NA,NA,NA,NA,NA,NA
2023,050609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,0.866548,0.885499,0.891062,0.887995,10,out of 10,0,out of 9,10,out of 10,0.881939,0.906798,0.903853,0.894646,5,out of 10,0,out of 9,5,out of 10,0.840138,0.871741,0.888892,0.824761,0.919769,0.936349,0.929579,0.928142,5,out of 10,0,out of 9,5,out of 10,0.968747,0.97962,0.968179,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024358,0.031652,0,out of 10,0,out of 9,0,out of 10
2023,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,0.866548,0.885499,0.900043,0.89428,10,out of 10,0,out of 9,10,out of 10,0.881939,0.906798,0.934523,0.932306,10,out of 10,0,out of 9,10,out of 10,0.840138,0.871741,0.888336,0.891444,0.919769,0.936349,0.941596,0.928464,5,out of 10,0,out of 9,5,out of 10,0.968747,0.97962,0.980307,0.980407,10,out of 10,9,out of 9,10,out of 10,0.027428,0.019779,0.016786,0.025176,3,out of 10,0,out of 9,3,out of 10
2023,050633,TENET HEALTH CENTRAL TWIN CITIES COMMUNITY HOSP,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,0.866548,0.885499,0.836832,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.880264,0.876135,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.794578,0.812874,0.919769,0.936349,0.898377,0.903939,0,out of 10,1,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.029228,0.023668,5,out of 10,5,out of 9,5,out of 10
2023,050636,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,0.866548,0.885499,0.865388,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.886305,0.902246,8,out of 10,7,out of 9,8,out of 10,0.840138,0.871741,0.815731,0.841579,0.919769,0.936349,0.917331,0.921468,1,out of 10,2,out of 9,2,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024842,0.021863,7,out of 10,5,out of 9,7,out of 10
2023,050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,0.866548,0.885499,0.870553,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.895983,0.866709,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.84449,0.840095,0.919769,0.936349,0.92558,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.910361,0.910778,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.896567,0.91826,0.919769,0.936349,0.935206,0.924418,3,out of 10,0,out of 9,3,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,0.866548,0.885499,0.865899,0.879293,7,out of 10,6,out of 9,7,out of 10,0.881939,0.906798,0.900091,0.88057,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.83778,0.834139,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,0.866548,0.885499,0.892021,0.876607,5,out of 10,0,out of 9,5,out of 10,0.881939,0.906798,0.87982,0.88071,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.853307,0.853768,0.919769,0.936349,0.921246,0.907913,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.974636,0.975035,6,out of 10,0,out of 9,6,out of 10,0.027428,0.019779,0.021872,0.026403,2,out of 10,0,out of 9,2,out of 10
2023,050684,MENIFEE GLOBAL MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,CA,92585,RIVERSIDE,0.866548,0.885499,0.868011,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.865706,0.897435,6,out of 10,7,out of 9,7,out of 10,0.840138,0.871741,0.856951,0.849133,0.919769,0.936349,0.931646,0.914136,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050689,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,0.866548,0.885499,0.854934,0.873053,4,out of 10,5,out of 9,5,out of 10,0.881939,0.906798,0.882393,0.88944,3,out of 10,2,out of 9,3,out of 10,0.840138,0.871741,0.869992,0.839887,0.919769,0.936349,0.908688,0.914078,0,out of 10,1,out of 9,1,out of 10,0.968747,0.97962,0.968307,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.026031,0.031732,0,out of 10,0,out of 9,0,out of 10
2023,050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050696,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,LOS ANGELES,0.866548,0.885499,NA,0.881837,8,out of 10,NA,NA,8,out of 10,0.881939,0.906798,0.893665,0.90442,9,out of 10,8,out of 9,9,out of 10,0.840138,0.871741,0.855551,0.838836,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,0.97737,0.973963,5,out of 10,0,out of 9,5,out of 10,0.027428,0.019779,0.022955,0.030688,0,out of 10,0,out of 9,0,out of 10
2023,050701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,0.866548,0.885499,0.879256,0.870751,2,out of 10,0,out of 9,2,out of 10,0.881939,0.906798,0.87771,0.887741,3,out of 10,3,out of 9,3,out of 10,0.840138,0.871741,0.841383,0.852657,0.919769,0.936349,0.918121,0.916932,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024962,0.029076,0,out of 10,0,out of 9,0,out of 10
2023,050709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,0.866548,0.885499,0.876022,0.895456,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.920481,0.91271,10,out of 10,0,out of 9,10,out of 10,0.840138,0.871741,0.881492,0.841951,0.919769,0.936349,0.932685,0.921938,2,out of 10,0,out of 9,2,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.028107,0.024125,4,out of 10,4,out of 9,4,out of 10
2023,050710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,0.024806,4,out of 10,NA,NA,4,out of 10
2023,050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,0.866548,0.885499,0.855943,0.883164,8,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.887345,0.898967,7,out of 10,5,out of 9,7,out of 10,0.840138,0.871741,0.850525,0.82540500000000006,0.919769,0.936349,0.909175,0.907958,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.951949,0.970625,2,out of 10,6,out of 9,6,out of 10,0.027428,0.019779,0.022325,0.020787,8,out of 10,6,out of 9,8,out of 10
2023,050735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,0.866548,0.885499,0.864663,0.882989,8,out of 10,8,out of 9,8,out of 10,0.881939,0.906798,0.896455,0.904135,9,out of 10,7,out of 9,9,out of 10,0.840138,0.871741,0.863808,0.831336,0.919769,0.936349,0.928109,0.914551,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.894398,0.893156,5,out of 10,0,out of 9,5,out of 10,0.840138,0.871741,0.829451,0.812097,0.919769,0.936349,0.918842,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,0.866548,0.885499,0.87381,0.860277,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.920654,0.899218,7,out of 10,0,out of 9,7,out of 10,0.840138,0.871741,0.873118,0.803683,0.919769,0.936349,0.930029,0.907416,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.967816,0.964859,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,0.865268,0.838779,0.919769,0.936349,0.916938,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,0.866548,0.885499,0.898802,0.905209,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.93475,0.934353,10,out of 10,0,out of 9,10,out of 10,0.840138,0.871741,0.874892,0.87503,0.919769,0.936349,0.93476,0.931799,7,out of 10,0,out of 9,7,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.02936,NA,NA,NA,NA,NA,NA,NA
2023,050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,LOS ANGELES,0.866548,0.885499,0.879698,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.890167,0.893045,5,out of 10,1,out of 9,5,out of 10,0.840138,0.871741,0.856446,0.865823,0.919769,0.936349,0.929887,0.930543,6,out of 10,1,out of 9,6,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.027424,0.032663,0,out of 10,0,out of 9,0,out of 10
2023,050745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,0.813819,0.846188,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024224,0.023751,5,out of 10,1,out of 9,5,out of 10
2023,050746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,0.866548,0.885499,0.870679,0.885219,9,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.847751,0.899468,7,out of 10,8,out of 9,8,out of 10,0.840138,0.871741,0.793435,0.848821,0.919769,0.936349,0.909039,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050747,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.890895,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,0.833525,0.835722,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,0.866548,0.885499,0.902549,0.895287,10,out of 10,0,out of 9,10,out of 10,0.881939,0.906798,0.911524,0.936872,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.88437,0.871506,0.919769,0.936349,0.936039,0.926645,4,out of 10,0,out of 9,4,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.0242,NA,NA,NA,NA,NA,NA,NA
2023,050757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,0.866548,0.885499,0.864902,0.885692,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.903767,0.901707,8,out of 10,0,out of 9,8,out of 10,0.840138,0.871741,0.873595,0.856438,0.919769,0.936349,0.939511,0.900546,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.034989,0.024611,4,out of 10,6,out of 9,6,out of 10
2023,050758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.87997,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,0.855994,0.855494,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
